상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,마트브랜드
MA010120220810730890,프로월드컵,,G2,소매,G213,오락용품 소매,G21304,운동용품 소매업,G47631,운동 및 경기용품 소매업,26,부산광역시,26320,북구,26320530,금곡동,2632010100,금곡동,2632010100118740003,1,대지,1874,3,부산광역시 북구 금곡동 1874-3,263202132001,부산광역시 북구 금곡대로,469,,2632010100118740003013110,하나로클럽,부산광역시 북구 금곡대로 469,616739,46519,,2,,129.011219697036,35.2500243285982,농협 하나로마트
MA010120220807013011,그리니,감만점,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,26,부산광역시,26290,남구,26290630,감만2동,2629011100,감만동,2629011100100080000,1,대지,8,,부산광역시 남구 감만동 8,262903131026,부산광역시 남구 우암로,124,,2629011100100080000026913,홈플러스감만동판매시설,부산광역시 남구 우암로 124,608800,48542,,1,,129.082211284417,35.1215441675641,홈플러스
MA010120220810534513,크린토피아사하점,롯데마트,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,26,부산광역시,26380,사하구,26380580,장림1동,2638010500,장림동,2638010500110330002,1,대지,1033,2,부산광역시 사하구 장림동 1033-2,263802006011,부산광역시 사하구 을숙도대로,610,,2638010500110330002004243,,부산광역시 사하구 을숙도대로 610,604843,49472,,3,,128.972312100943,35.0847852323566,롯데마트
MA010120220810168966,홈플러스르피타,아시아드점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100114270006,1,대지,1427,6,부산광역시 연제구 거제동 1427-6,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,,부산광역시 연제구 종합운동장로 7,611072,47500,,1,,129.062012486264,35.1912700712054,홈플러스
MA010120220804132391,에이션패션홈플러스,아시아드점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,1,,129.062012486264,35.1912700712054,홈플러스
MA010120220810458823,트레몰로홈플러스,센텀시티점,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,,,129.133689814354,35.1709146307276,홈플러스
MA010120220800292517,뉴욕버거,부산금정점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,이마트,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,2,,129.090598612225,35.2499401418204,이마트
MA010120220805469563,공차홈플러스,아시아드점,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,,,129.062012486264,35.1912700712054,홈플러스
MA010120220805227515,컴포즈,이마트점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,26,부산광역시,26470,연제구,26470660,연산2동,2647010200,연산동,2647010200108440001,1,대지,844,1,부산광역시 연제구 연산동 844-1,264703129044,부산광역시 연제구 연수로,100,,2647010200108440001003122,,부산광역시 연제구 연수로 100,611840,47607,,1,,129.081612210698,35.1751103519025,이마트
MA010120220802831955,메가마트,동래점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,,부산광역시 동래구 충렬대로 197,607804,47737,,1,,129.081133844024,35.2045502617048,메가마트
MA010120220807786659,에리카헤어사하,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,26,부산광역시,26380,사하구,26380580,장림1동,2638010500,장림동,2638010500110330002,1,대지,1033,2,부산광역시 사하구 장림동 1033-2,263802006011,부산광역시 사하구 을숙도대로,610,,2638010500110330002004243,롯데마트,부산광역시 사하구 을숙도대로 610,604843,49472,,3,,128.972312100943,35.0847852323566,롯데마트
MA010120220814015800,와이드앵글,남천점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105450002,1,대지,545,2,부산광역시 수영구 남천동 545-2,265002006014,부산광역시 수영구 황령대로,521,,2650010500105450002017618,메가마트,부산광역시 수영구 황령대로 521,613819,48313,,2,,129.110991329674,35.1372579331725,메가마트
MA010120220804932719,채연시원텔토곡점,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,26,부산광역시,26470,연제구,26470730,연산9동,2647010200,연산동,2647010200103990010,1,대지,399,10,부산광역시 연제구 연산동 399-10,264703006054,부산광역시 연제구 과정로,226,,2647010200103990010000046,홈플러스익스프레스,부산광역시 연제구 과정로 226,611817,47565,,1,,129.102495011212,35.1881946971832,홈플러스
MA010120220802486678,신세계푸드블랑제리,해운대점,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56191,제과점업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600117670000,1,대지,1767,,부산광역시 해운대구 중동 1767,263503133039,부산광역시 해운대구 좌동순환로,511,,2635010600117670000019106,이마트,부산광역시 해운대구 좌동순환로 511,612851,48096,,1,,129.167372481097,35.1660179546642,이마트
MA010120220810204037,주경식품,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105450002,1,대지,545,2,부산광역시 수영구 남천동 545-2,265002006014,부산광역시 수영구 황령대로,521,,2650010500105450002017618,메가마트,부산광역시 수영구 황령대로 521,613819,48313,,3,,129.110991329674,35.1372579331725,메가마트
MA010120220812735934,농협한삼인,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26230,부산진구,26230720,가야2동,2623011000,가야동,2623011000106240007,1,대지,624,7,부산광역시 부산진구 가야동 624-7,262302006015,부산광역시 부산진구 가야대로,506,,,홈플러스가야점,부산광역시 부산진구 가야대로 506,614801,47324,,2,,129.027315703707,35.1525111823615,홈플러스
MA010120220803025544,신세계푸드트레이더스베이커리,연산점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26470,연제구,26470730,연산9동,2647010200,연산동,2647010200123740000,1,대지,2374,,부산광역시 연제구 연산동 2374,264703137034,부산광역시 연제구 좌수영로,241,,,이마트,부산광역시 연제구 좌수영로 241,611089,47569,,1,,129.112138595138,35.1854495416045,이마트 트레이더스
MA010120220814137868,메가마트삼성전기부산한울림프라자매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26440,강서구,26440560,녹산동,2644010900,송정동,2644010900116230002,1,대지,1623,2,부산광역시 강서구 송정동 1623-2,264403136033,부산광역시 강서구 녹산산업중로,333,,2644010900116230002003805,한울림프라자,부산광역시 강서구 녹산산업중로 333,618721,46754,,1,,128.857747573918,35.0961028498881,메가마트
MA010120220810783123,리트머스홈플러스부산,아시아드점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드내,부산광역시 연제구 종합운동장로 7,611807,47500,,,,129.062012486264,35.1912700712054,홈플러스
MA010120220811408601,쌤소ATSIS광복,롯데마트,G2,소매,G209,섬유·의복·신발 소매,G20911,가방 소매업,G47440,가방 및 기타 가죽제품 소매업,26,부산광역시,26110,중구,26110510,중앙동,2611011000,중앙동7가,2611011000100010001,1,대지,1,1,부산광역시 중구 중앙동7가 1-1,261102000010,부산광역시 중구 중앙대로,2,,2611011000100200001000001,롯데마트,부산광역시 중구 중앙대로 2,600017,48944,,1,,129.036707345866,35.0983104003377,롯데마트
MA010120220808624247,이노센트가구,,G2,소매,G211,가구 소매,G21101,가구 소매업,G47520,가구 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,3,,129.133689814354,35.1709146307276,홈플러스
MA010120220813600960,월드크리닝,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센템시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,4,,129.133689814354,35.1709146307276,홈플러스
MA010120220810750602,메가마트주,덕천점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26320,북구,26320550,덕천1동,2632010400,덕천동,2632010400103700000,1,대지,370,,부산광역시 북구 덕천동 370,263203132004,부산광역시 북구 기찰로,164,,2632010400103700000008663,,부산광역시 북구 기찰로 164,616814,46554,,,,129.022907334758,35.2141615551317,메가마트
MA010120220810822861,네일죤,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,2,,129.062012486264,35.1912700712054,홈플러스
MA010120220810750589,네일죤,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105310002,1,대지,531,2,부산광역시 사상구 괘법동 531-2,265303139003,부산광역시 사상구 광장로,17,,2653010400105310002005013,이마트,부산광역시 사상구 광장로 17,617808,46970,,1,,128.978893016647,35.1642343045877,이마트
MA010120220808499059,홍대쌀국수,,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,26,부산광역시,26470,연제구,26470730,연산9동,2647010200,연산동,2647010200123740000,1,대지,2374,,부산광역시 연제구 연산동 2374,264703137034,부산광역시 연제구 좌수영로,241,,2647010200101370005000001,트레이더스연산점,부산광역시 연제구 좌수영로 241,611089,47569,,,,129.11195372269,35.1850923075147,이마트 트레이더스
MA010120220805682326,휠라,코리아,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,2,,129.062012486264,35.1912700712054,홈플러스
MA010120220810978819,투어일번지,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200101050001,1,대지,105,1,부산광역시 연제구 연산동 105-1,264703130026,부산광역시 연제구 반송로,88,,2647010200101050001000001,홈플러스부산연산점,부산광역시 연제구 반송로 88,611811,47552,,,,129.089338601254,35.1909637286266,홈플러스
MA010120220811447665,던킨도너츠센텀시티홈플러스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,1,,129.133689814354,35.1709146307276,홈플러스
MA010120220811833065,이니스프리,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105450002,1,대지,545,2,부산광역시 수영구 남천동 545-2,265002006014,부산광역시 수영구 황령대로,521,,2650010500105450002017618,메가마트,부산광역시 수영구 황령대로 521,613819,48313,,1,,129.110991329674,35.1372579331725,메가마트
MA010120220803360924,연제이마트그린조이,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,26,부산광역시,26470,연제구,26470660,연산2동,2647010200,연산동,2647010200108220007,1,대지,822,7,부산광역시 연제구 연산동 822-7,264703129044,부산광역시 연제구 연수로,89,,2647010200108220007015826,이마트,부산광역시 연제구 연수로 89,611840,47604,,2,,129.081309508809,35.1761518847322,이마트
MA010120220812147065,에스콰이아,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드,부산광역시 연제구 종합운동장로 7,611807,47500,,2,,129.062012486264,35.1912700712054,홈플러스
MA010120220803553045,홈플러스레드페이스,부산가야점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26230,부산진구,26230720,가야2동,2623011000,가야동,2623011000106240007,1,대지,624,7,부산광역시 부산진구 가야동 624-7,262302006015,부산광역시 부산진구 가야대로,506,,,가야홈플러스,부산광역시 부산진구 가야대로 506,614801,47324,,3,,129.027315703707,35.1525111823615,홈플러스
MA010120220810935041,크린매직,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107120001,1,대지,712,1,부산광역시 기장군 정관읍 매학리 712-1,267103140043,부산광역시 기장군 정관읍 정관5로,50,,2671032022107120001000001,홈플러스내,부산광역시 기장군 정관읍 정관5로 50,619963,46015,,,,129.176383817166,35.3230491085662,홈플러스
MA010120220809203308,ING안경원,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26500,수영구,26500760,광안1동,2650010400,광안동,2650010400104910001,1,대지,491,1,부산광역시 수영구 광안동 491-1,265003131037,부산광역시 수영구 수영로,625,,2650010400104910001017985,홈플러스,부산광역시 수영구 수영로 625,613807,48253,,1,,129.113519894991,35.1616440938727,홈플러스
MA010120220810471987,불스원워시앤케어홈플러스,센텀점,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,,,129.133689814354,35.1709146307276,홈플러스
MA010120220810789382,동래JH,롯데마트,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2626010800105020003,1,대지,502,3,부산광역시 동래구 온천동 502-3,262602000010,부산광역시 동래구 중앙대로,1393,,2626010800105020003000477,롯데마트,부산광역시 동래구 중앙대로 1393,607716,47727,,,,129.07747341266,35.2117052140663,롯데마트
MA010120220810562252,제이제이커터링롯데사하점주,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,26,부산광역시,26380,사하구,26380580,장림1동,2638010500,장림동,2638010500110330002,1,대지,1033,2,부산광역시 사하구 장림동 1033-2,263802006011,부산광역시 사하구 을숙도대로,610,,2638010500110330002004243,롯데마트,부산광역시 사하구 을숙도대로 610,604843,49472,,1,,128.972312100943,35.0847852323566,롯데마트
MA010120220808661304,스피드메이트이마트,해운대점,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600117670000,1,대지,1767,,부산광역시 해운대구 중동 1767,263503133039,부산광역시 해운대구 좌동순환로,511,,2635010600117670000019106,이마트,부산광역시 해운대구 좌동순환로 511,612851,48096,,5,,129.167372481097,35.1660179546642,이마트
MA010120220810745734,스마트관광,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800100930000,1,대지,93,,부산광역시 부산진구 부암동 93,262303129030,부산광역시 부산진구 시민공원로,31,,2623010800101000001027533,이마트,부산광역시 부산진구 시민공원로 31,614836,47192,,1,,129.052553036284,35.1639003630112,이마트
MA010120220810110067,크린토피아사상점,롯데마트,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,26,부산광역시,26530,사상구,26530680,엄궁동,2653010800,엄궁동,2653010800106900000,1,대지,690,,부산광역시 사상구 엄궁동 690,265302006002,부산광역시 사상구 낙동대로,733,,2653010800103570005008020,롯데마트,부산광역시 사상구 낙동대로 733,617830,47032,,5,,128.968364011655,35.1275926627189,롯데마트
MA010120220807082806,포쉬네일,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,26,부산광역시,26380,사하구,26380590,장림2동,2638010500,장림동,2638010500101850000,1,대지,185,,부산광역시 사하구 장림동 185,263803134007,부산광역시 사하구 다대로,225,,2638010500101770004026905,홈플러스장림점,부산광역시 사하구 다대로 225,604042,49458,,3,,128.978252337242,35.0824354675071,홈플러스
MA010120220807158226,서부산홈플러스아모레화장품,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105290001,1,대지,529,1,부산광역시 사상구 괘법동 529-1,265303139003,부산광역시 사상구 광장로,7,,2653010400105290001008082,홈플러스,부산광역시 사상구 광장로 7,617725,46970,,1,,128.977721218153,35.1643345532276,홈플러스
MA010120220810032887,스피드메이트이마트,서면점,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800100930000,1,대지,93,,부산광역시 부산진구 부암동 93,262303129030,부산광역시 부산진구 시민공원로,31,,2623010800101000001027533,이마트,부산광역시 부산진구 시민공원로 31,614836,47192,,,,129.052553036284,35.1639003630112,이마트
MA010120220810613496,골드스타,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,26,부산광역시,26530,사상구,26530591,모라1동,2653010200,모라동,2653010200104250002,1,대지,425,2,부산광역시 사상구 모라동 425-2,265303139010,부산광역시 사상구 모라로,116,,2653010200104250002012146,홈플러스,부산광역시 사상구 모라로 116,617820,46932,,1,,128.992260604986,35.1858685634647,홈플러스
MA010120220812635681,슈마커연산,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200101050001,1,대지,105,1,부산광역시 연제구 연산동 105-1,264703130026,부산광역시 연제구 반송로,88,,2647010200101050001000001,홈플러스부산연산점,부산광역시 연제구 반송로 88,611811,47552,,1,,129.089338601254,35.1909637286266,홈플러스
MA010120220813683053,스팀파워,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,26,부산광역시,26530,사상구,26530680,엄궁동,2653010800,엄궁동,2653010800106900000,1,대지,690,,부산광역시 사상구 엄궁동 690,265302006002,부산광역시 사상구 낙동대로,733,,,롯데마트,부산광역시 사상구 낙동대로 733,617830,47032,,4,,128.96846526974,35.1286093546013,롯데마트
MA010120220810741346,오토오아시스홈플러스,영도점,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,26,부산광역시,26200,영도구,26200590,봉래1동,2620011600,봉래동2가,2620011600101510001,1,대지,151,1,부산광역시 영도구 봉래동2가 151-1,262004184050,부산광역시 영도구 대교로14번길,57,,2620011600101510001022365,홈플러스,부산광역시 영도구 대교로14번길 57,606062,49004,,2,,129.044235083049,35.0959036943445,홈플러스
MA010120220812169380,GR정관-H,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107120001,1,대지,712,1,부산광역시 기장군 정관읍 매학리 712-1,267103140043,부산광역시 기장군 정관읍 정관5로,50,,2671032022107120001000001,홈플러스,부산광역시 기장군 정관읍 정관5로 50,619963,46015,,,,129.176383817166,35.3230491085662,홈플러스
MA010120220806239947,화명새봄약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122730000,1,대지,2273,,부산광역시 북구 화명동 2273,263202132002,부산광역시 북구 화명대로,47,,2632010200122730000003931,롯데마트,부산광역시 북구 화명대로 47,616744,46525,,1,,129.013016593832,35.235170359171,롯데마트
MA010120220808493994,브레드파파,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122730000,1,대지,2273,,부산광역시 북구 화명동 2273,263202132002,부산광역시 북구 화명대로,47,,2632010200122730000003931,롯데마트,부산광역시 북구 화명대로 47,616744,46525,,1,,129.013016593832,35.235170359171,롯데마트
MA010120220812017401,메가마취통증의학과의원,,Q1,보건의료,Q102,의원,Q10209,기타 의원,Q86201,일반의원,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,메가마트,부산광역시 동래구 충렬대로 197,607804,47737,,2,,129.081133844024,35.2045502617048,메가마트
MA010120220810693943,이팜약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105310002,1,대지,531,2,부산광역시 사상구 괘법동 531-2,265303139003,부산광역시 사상구 광장로,17,,2653010400105310002005013,이마트,부산광역시 사상구 광장로 17,617808,46970,,2,,128.978893016647,35.1642343045877,이마트
MA010120220810618304,비젼센타,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800100930000,1,대지,93,,부산광역시 부산진구 부암동 93,262303129030,부산광역시 부산진구 시민공원로,31,,2623010800101000001027533,이마트,부산광역시 부산진구 시민공원로 31,614836,47192,,1,,129.052553036284,35.1639003630112,이마트
MA010120220803091293,이마트금정아모레,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,,,129.090598612225,35.2499401418204,이마트
MA010120220812747541,두끼센텀시티,홈플러스점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,2,,129.133689814354,35.1709146307276,홈플러스
MA010120220813575583,라라키즈어드벤처부산진,,R1,예술·스포츠,R104,유원지·오락,R10405,기타 오락장,R91229,기타 오락장 운영업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800102570000,1,대지,257,,부산광역시 부산진구 부암동 257,262302129001,부산광역시 부산진구 신천대로,241,,,롯데마트,부산광역시 부산진구 신천대로 241,614837,47187,,4,,129.049467190832,35.1633758834023,롯데마트
MA010120220806433075,여행재미,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,26,부산광역시,26230,부산진구,26230720,가야2동,2623011000,가야동,2623011000106240007,1,대지,624,7,부산광역시 부산진구 가야동 624-7,262302006015,부산광역시 부산진구 가야대로,506,,,홈플러스가야점,부산광역시 부산진구 가야대로 506,614801,47324,,2,,129.027315703707,35.1525111823615,홈플러스
MA010120220808459327,할리바버샵,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,26,부산광역시,26350,해운대구,26350525,우3동,2635010500,우동,2635010500114060002,1,대지,1406,2,부산광역시 해운대구 우동 1406-2,263503133043,부산광역시 해운대구 해운대해변로,140,,2635010500114060002006106,홈플러스해운대점,부산광역시 해운대구 해운대해변로 140,612020,48092,,1,,129.146486355558,35.1583968463107,홈플러스
MA010120220813844615,수스,아시아드점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,1,,129.062012486264,35.1912700712054,홈플러스
MA010120220806997647,나림통신,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센템시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,1,,129.133689814354,35.1709146307276,홈플러스
