상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,마트브랜드
MA010120220811462463,롯데리아,감만점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26290,남구,26290630,감만2동,2629011100,감만동,2629011100100080000,1,대지,8,,부산광역시 남구 감만동 8,262903131026,부산광역시 남구 우암로,124,,2629011100100080000026913,홈플러스내,부산광역시 남구 우암로 124,608800,48542,,,,129.082211284417,35.1215441675641,홈플러스
MA010120220803021192,유일약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105290001,1,대지,529,1,부산광역시 사상구 괘법동 529-1,265303139003,부산광역시 사상구 광장로,7,,2653010400105290001008082,홈플러스,부산광역시 사상구 광장로 7,617725,46970,,1,,128.977721218153,35.1643345532276,홈플러스
MA010120220810820566,미래앤씨,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센템시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,,,129.133689814354,35.1709146307276,홈플러스
MA010120220812511888,폴햄,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200101050001,1,대지,105,1,부산광역시 연제구 연산동 105-1,264703130026,부산광역시 연제구 반송로,88,,2647010200101050001000001,홈플러스부산연산점,부산광역시 연제구 반송로 88,611811,47552,,1,,129.089338601254,35.1909637286266,홈플러스
MA010120220805832608,오스틴리드홈플러스,연산점,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200101050001,1,대지,105,1,부산광역시 연제구 연산동 105-1,264703130026,부산광역시 연제구 반송로,88,,2647010200101050001000001,홈플러스연산점,부산광역시 연제구 반송로 88,611811,47552,,1,,129.089338601254,35.1909637286266,홈플러스
MA010120220811401062,메가마트제인스딘,동래점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47413,속옷 및 잠옷 소매업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,메가마트,부산광역시 동래구 충렬대로 197,607804,47737,,,,129.081133844024,35.2045502617048,메가마트
MA010120220810771286,누네트안경,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26470,연제구,26470660,연산2동,2647010200,연산동,2647010200108220007,1,대지,822,7,부산광역시 연제구 연산동 822-7,264703129044,부산광역시 연제구 연수로,89,,2647010200108220007015826,이마트,부산광역시 연제구 연수로 89,611840,47604,,1,,129.081309508809,35.1761518847322,이마트
MA010120220811423469,쌤소ATSIS이마트금정,,G2,소매,G209,섬유·의복·신발 소매,G20911,가방 소매업,G47440,가방 및 기타 가죽제품 소매업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,이마트,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,1,,129.090598612225,35.2499401418204,이마트
MA010120220811461454,메가마트주,문현점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26290,남구,26290700,문현3동,2629010900,문현동,2629010900102050002,1,대지,205,2,부산광역시 남구 문현동 205-2,262904193160,부산광역시 남구 수영로39번길,2,5,2629010900102050002015906,,부산광역시 남구 수영로39번길 2-5,608823,48420,,,,129.072834986202,35.1376104765052,메가마트
MA010120220808815100,아이더동래메가마트점,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,메가마트,부산광역시 동래구 충렬대로 197,607804,47737,,2,,129.081133844024,35.2045502617048,메가마트
MA010120220803703541,이마트원스탑주얼리,금정점,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,이마트,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,,,129.090598612225,35.2499401418204,이마트
MA010120220814076194,amia에스테틱,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600117670000,1,대지,1767,,부산광역시 해운대구 중동 1767,263503133039,부산광역시 해운대구 좌동순환로,511,,2635010600117670000019106,이마트,부산광역시 해운대구 좌동순환로 511,612851,48096,,3,,129.167372481097,35.1660179546642,이마트
MA010120220811425696,아이피아,감만점,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26290,남구,26290630,감만2동,2629011100,감만동,2629011100100080000,1,대지,8,,부산광역시 남구 감만동 8,262903131026,부산광역시 남구 우암로,124,,2629011100100080000026913,홈플러스,부산광역시 남구 우암로 124,608800,48542,,2,,129.082211284417,35.1215441675641,홈플러스
MA010120220805023581,뉴욕버거사상점,,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105310002,1,대지,531,2,부산광역시 사상구 괘법동 531-2,265303139003,부산광역시 사상구 광장로,17,,2653010400105310002005013,이마트,부산광역시 사상구 광장로 17,617808,46970,,2,,128.978893016647,35.1642343045877,이마트
MA010120220810683375,예작스튜디오,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107120001,1,대지,712,1,부산광역시 기장군 정관읍 매학리 712-1,267103140043,부산광역시 기장군 정관읍 정관5로,50,,2671032022107120001000001,홈플러스부산정관점내,부산광역시 기장군 정관읍 정관5로 50,619963,46015,,1,,129.176383817166,35.3230491085662,홈플러스
MA010120220800392626,더페이스샵이마트,금정점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,이마트,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,1,,129.090598612225,35.2499401418204,이마트
MA010120220810045233,코튼클럽수아팜,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47413,속옷 및 잠옷 소매업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105450002,1,대지,545,2,부산광역시 수영구 남천동 545-2,265002006014,부산광역시 수영구 황령대로,521,,2650010500105450002017618,메가마트,부산광역시 수영구 황령대로 521,613819,48313,,1,,129.110991329674,35.1372579331725,메가마트
MA010120220811214084,키무카츠,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,,,129.062012486264,35.1912700712054,홈플러스
MA010120220812771724,다비치안경사상,이마트점,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105310002,1,대지,531,2,부산광역시 사상구 괘법동 531-2,265303139003,부산광역시 사상구 광장로,17,,2653010400105310002005013,이마트,부산광역시 사상구 광장로 17,617808,46970,,2,,128.978893016647,35.1642343045877,이마트
MA010120220802978363,탑텐키즈,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200101050001,1,대지,105,1,부산광역시 연제구 연산동 105-1,264703130026,부산광역시 연제구 반송로,88,,2647010200101050001000001,홈플러스부산연산점,부산광역시 연제구 반송로 88,611811,47552,,3,,129.089338601254,35.1909637286266,홈플러스
MA010120220813753004,엔캣홈플러스,센텀시티점,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,1,,129.133689814354,35.1709146307276,홈플러스
MA010120220814065210,로엠걸즈,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26110,중구,26110510,중앙동,2611011000,중앙동7가,2611011000100200001,1,대지,20,1,부산광역시 중구 중앙동7가 20-1,261102000010,부산광역시 중구 중앙대로,2,,2611011000100200001000001,롯데마트,부산광역시 중구 중앙대로 2,600017,48944,,4,,129.036707345866,35.0983104003377,롯데마트
MA010120220807394729,동보텔레콤,이마트점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600117680005,1,대지,1768,5,부산광역시 해운대구 중동 1768-5,263503133039,부산광역시 해운대구 좌동순환로,505,,2635010600117680005026400,센트럴메디타워,부산광역시 해운대구 좌동순환로 505,612851,48096,,1,,129.168230155372,35.1656691781639,이마트
MA010120220812687562,배스킨라빈스부산금정,이마트점,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56194,김밥 및 기타 간이 음식점업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,,,129.090598612225,35.2499401418204,이마트
MA010120220808603294,모이몰른홈플러스,센텀시티점,G2,소매,G209,섬유·의복·신발 소매,G20903,유아용 의류 소매업,G47417,유아용 의류 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,3,,129.133689814354,35.1709146307276,홈플러스
MA010120220811900782,올앤선드리메가,남천점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105450002,1,대지,545,2,부산광역시 수영구 남천동 545-2,265002006014,부산광역시 수영구 황령대로,521,,2650010500105450002017618,메가마트,부산광역시 수영구 황령대로 521,613819,48313,,2,,129.110991329674,35.1372579331725,메가마트
MA010120220810527978,화미주헤어장림점,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,26,부산광역시,26380,사하구,26380590,장림2동,2638010500,장림동,2638010500101850000,1,대지,185,,부산광역시 사하구 장림동 185,263803134007,부산광역시 사하구 다대로,225,,2638010500101770004026905,홈플러스장림점,부산광역시 사하구 다대로 225,604042,49458,,2,,128.978252337242,35.0824354675071,홈플러스
MA010120220804730472,모완10헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105450002,1,대지,545,2,부산광역시 수영구 남천동 545-2,265002006014,부산광역시 수영구 황령대로,521,,2650010500105450002017618,메가마트,부산광역시 수영구 황령대로 521,613819,48313,,2,,129.110991329674,35.1372579331725,메가마트
MA010120220807439249,스타일러스,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,26,부산광역시,26530,사상구,26530680,엄궁동,2653010800,엄궁동,2653010800106900000,1,대지,690,,부산광역시 사상구 엄궁동 690,265302006002,부산광역시 사상구 낙동대로,733,,2653010800103570005008020,롯데마트,부산광역시 사상구 낙동대로 733,617830,47032,,3,,128.968364011655,35.1275926627189,롯데마트
MA010120220804404024,탑텐키즈,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700103680000,1,대지,368,,부산광역시 금정구 구서동 368,264104205400,부산광역시 금정구 중앙대로1841번길,24,,2641010700103680000007216,이마트,부산광역시 금정구 중앙대로1841번길 24,609847,46233,,2,,129.090598612225,35.2499401418204,이마트
MA010120220809488342,수지포토,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,메가마트,부산광역시 동래구 충렬대로 197,607804,47737,,1,,129.081133844024,35.2045502617048,메가마트
MA010120220806920286,홍대개미,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56111,한식 일반 음식점업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드,부산광역시 연제구 종합운동장로 7,611807,47500,,2,,129.062012486264,35.1912700712054,홈플러스
MA010120220810206997,다조은에프엔비,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,2,,129.133689814354,35.1709146307276,홈플러스
MA010120220810750634,골드네일주,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122730000,1,대지,2273,,부산광역시 북구 화명동 2273,263202132002,부산광역시 북구 화명대로,47,,2632010200122730000003931,롯데마트,부산광역시 북구 화명대로 47,616744,46525,,,,129.013016593832,35.235170359171,롯데마트
MA010120220806905688,디와이에스,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점내롯데리아,부산광역시 연제구 종합운동장로 7,611807,47500,,,,129.062012486264,35.1912700712054,홈플러스
MA010120220808671288,블루페퍼안경원,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,메가마트,부산광역시 동래구 충렬대로 197,607804,47737,,1,,129.081133844024,35.2045502617048,메가마트
MA010120220803253859,안경진정성,연산점,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26470,연제구,26470730,연산9동,2647010200,연산동,2647010200123740000,1,대지,2374,,부산광역시 연제구 연산동 2374,264703137034,부산광역시 연제구 좌수영로,241,,2647010200101370005000001,이마트,부산광역시 연제구 좌수영로 241,611089,47569,,B3,,129.11195372269,35.1850923075147,이마트
MA010120220809902270,송정집칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드,부산광역시 연제구 종합운동장로 7,611807,47500,,B2,,129.062012486264,35.1912700712054,홈플러스
MA010120220811417032,안경나라문현,이마트점,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26290,남구,26290690,문현2동,2629010900,문현동,2629010900107510000,1,대지,751,,부산광역시 남구 문현동 751,262904006033,부산광역시 남구 전포대로91번길,47,,2629010900107590000018238,이마트,부산광역시 남구 전포대로91번길 47,608827,48401,,3,,129.064261051713,35.1443173585801,이마트
MA010120220800088898,탭플레이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,26,부산광역시,26380,사하구,26380580,장림1동,2638010500,장림동,2638010500110330002,1,대지,1033,2,부산광역시 사하구 장림동 1033-2,263802006011,부산광역시 사하구 을숙도대로,610,,2638010500110330002004243,롯데마트,부산광역시 사하구 을숙도대로 610,604843,49472,,1,,128.972312100943,35.0847852323566,롯데마트
MA010120220810635659,웰니스클리닉동물병원,서면점,M1,과학·기술,M111,수의,M11101,동물병원,M73100,수의업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800100930000,1,대지,93,,부산광역시 부산진구 부암동 93,262303129030,부산광역시 부산진구 시민공원로,31,,2623010800101000001027533,트레이더스서면점,부산광역시 부산진구 시민공원로 31,614836,47192,,,,129.052553036284,35.1639003630112,이마트 트레이더스
MA010120220800641898,오토오아시스메가마트,기장점,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,26,부산광역시,26710,기장군,26710259,일광읍,2671025921,일광읍,2671025921105470006,1,대지,547,6,부산광역시 기장군 일광읍 삼성리 547-6,267102006018,부산광역시 기장군 일광읍 기장대로,673,,2671031021105470006000001,메가마트,부산광역시 기장군 일광읍 기장대로 673,619912,46048,,2,,129.221858893907,35.25469218614,메가마트
MA010120220801315303,한옥마을전주비빔밥부산반여점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,26,부산광역시,26350,해운대구,26350570,반여1동,2635010300,반여동,2635010300114060001,1,대지,1406,1,부산광역시 해운대구 반여동 1406-1,263504199082,부산광역시 해운대구 선수촌로21번길,37,,2635010300114060001000001,홈플러스,부산광역시 해운대구 선수촌로21번길 37,612815,48043,,2,,129.115698499529,35.19658863746,홈플러스
MA010120220810609937,홈플러스부산센텀시티미샤,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,1,,129.133689814354,35.1709146307276,홈플러스
MA010120220810685997,보화스위스서,부산점,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105290001,1,대지,529,1,부산광역시 사상구 괘법동 529-1,265303139003,부산광역시 사상구 광장로,7,,2653010400105290001008082,홈플러스,부산광역시 사상구 광장로 7,617725,46970,,2,,128.977721218153,35.1643345532276,홈플러스
MA010120220814145742,제이디엑스,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100112080000,1,대지,1208,,부산광역시 연제구 거제동 1208,264703130033,부산광역시 연제구 종합운동장로,7,,2647010100111980000009422,홈플러스아시아드점,부산광역시 연제구 종합운동장로 7,611807,47500,,B2,,129.062012486264,35.1912700712054,홈플러스
MA010120220809379985,대림스포츠나이키,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105060003,1,대지,506,3,부산광역시 동래구 명륜동 506-3,262602006006,부산광역시 동래구 충렬대로,197,,2626010700105060003000040,메가마트,부산광역시 동래구 충렬대로 197,607804,47737,,,,129.081133844024,35.2045502617048,메가마트
MA010120220810645741,홈플러스가야르까프,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,26,부산광역시,26230,부산진구,26230720,가야2동,2623011000,가야동,2623011000106240007,1,대지,624,7,부산광역시 부산진구 가야동 624-7,262302006015,부산광역시 부산진구 가야대로,506,,2623011000106240007000001,동홈플러스가야,부산광역시 부산진구 가야대로 506,614801,47324,,3,,129.027315703707,35.1525111823615,홈플러스
MA010120220810818217,우리여행사주,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122730000,1,대지,2273,,부산광역시 북구 화명동 2273,263202132002,부산광역시 북구 화명대로,47,,2632010200122730000003931,롯데마트,부산광역시 북구 화명대로 47,616744,46525,,2,,129.013016593832,35.235170359171,롯데마트
MA010120220802948330,부암점아모레화장품,롯데마트,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26230,부산진구,26230640,부암1동,2623010800,부암동,2623010800102570000,1,대지,257,,부산광역시 부산진구 부암동 257,262302129001,부산광역시 부산진구 신천대로,241,,2623010800102400000000001,롯데마트,부산광역시 부산진구 신천대로 241,614837,47187,,2,,129.049322783607,35.1633062342067,롯데마트
MA010120220805080350,더페이스샵홈플러스,센텀시티점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센템시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,1,,129.133689814354,35.1709146307276,홈플러스
MA010120220809819548,아이피아안경,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,2,,129.133689814354,35.1709146307276,홈플러스
MA010120220814387481,까사벨르바이네일파이어,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,3,,129.133689814354,35.1709146307276,홈플러스
MA010120220812161323,치크,,G2,소매,G209,섬유·의복·신발 소매,G20903,유아용 의류 소매업,G47417,유아용 의류 소매업,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500114990000,1,대지,1499,,부산광역시 해운대구 우동 1499,263503133018,부산광역시 해운대구 센텀동로,6,,2635010500114490000023277,홈플러스센텀시티점,부산광역시 해운대구 센텀동로 6,612022,48059,,3,,129.133689814354,35.1709146307276,홈플러스
MA010120220802784730,이디야커피부산화명점,롯데마트,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122730000,1,대지,2273,,부산광역시 북구 화명동 2273,263202132002,부산광역시 북구 화명대로,47,,2632010200122730000003931,카페롯데마트,부산광역시 북구 화명대로 47,616744,46525,,1,,129.013016593832,35.235170359171,롯데마트
MA010120220810219544,크린토피아광복점,롯데마트,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,26,부산광역시,26110,중구,26110510,중앙동,2611011000,중앙동7가,2611011000100200001,1,대지,20,1,부산광역시 중구 중앙동7가 20-1,261102000010,부산광역시 중구 중앙대로,2,,2611011000100200001000001,롯데마트,부산광역시 중구 중앙대로 2,600017,48944,,2,,129.036707345866,35.0983104003377,롯데마트
MA010120220806462249,이마트연제에스콰이아,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,26,부산광역시,26470,연제구,26470660,연산2동,2647010200,연산동,2647010200108220007,1,대지,822,7,부산광역시 연제구 연산동 822-7,264703129044,부산광역시 연제구 연수로,89,,2647010200108220007015826,,부산광역시 연제구 연수로 89,611840,47604,,,,129.081309508809,35.1761518847322,이마트
MA010120220803819284,연스,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26530,사상구,26530680,엄궁동,2653010800,엄궁동,2653010800106900000,1,대지,690,,부산광역시 사상구 엄궁동 690,265302006002,부산광역시 사상구 낙동대로,733,,2653010800103570005008020,롯데마트,부산광역시 사상구 낙동대로 733,617830,47032,,1,,128.968364011655,35.1275926627189,롯데마트
MA010120220807068229,씨네일,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122730000,1,대지,2273,,부산광역시 북구 화명동 2273,263202132002,부산광역시 북구 화명대로,47,,2632010200122730000003931,롯데마트,부산광역시 북구 화명대로 47,616744,46525,,4,,129.013016593832,35.235170359171,롯데마트
MA010120220810268714,시크릿데스크,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,26,부산광역시,26290,남구,26290630,감만2동,2629011100,감만동,2629011100100080000,1,대지,8,,부산광역시 남구 감만동 8,262903131026,부산광역시 남구 우암로,124,,2629011100100080000026913,홈플러스감만점,부산광역시 남구 우암로 124,608800,48542,,2,,129.082211284417,35.1215441675641,홈플러스
